GEOID,TRACT,total_pop,poverty_pop,poverty_below,bachelors,foreign_born,median_age,pop_black,pop_white,pop_hispanic,pop_asian,total_hh,median_income,limited_english,english_only,median_home_value,housing_units,units_mortgage,occupied_units,vacant_units,renter_hh,owner_hh,family_hh,vacant_status,for_rent,for_sale,mortgage_under20k_over30pct,mortgage_20to35k_over30pct,mortgage_35to50k_over30pct,mortgage_50to75k_over30pct,mortgage_75kplus_over30pct,owner_costs_total,owner_under20k,owner_under20k_under20pct,owner_under20k_20to29pct,owner_under20k_over30pct,owner_20to35k,owner_20to35k_under20pct,owner_20to35k_20to29pct,owner_20to35k_over30pct,owner_35to50k,owner_35to50k_under20pct,owner_35to50k_20to29pct,owner_35to50k_over30pct,owner_50to75k,owner_50to75k_under20pct,owner_50to75k_20to29pct,owner_50to75k_over30pct,owner_75kplus,owner_75kplus_under20pct,owner_75kplus_20to29pct,owner_75kplus_over30pct,owner_zero_neg_income,owner_total,owner_15to24,owner_25to34,owner_35to44,owner_45to54,owner_55to59,owner_60to64,owner_65to74,owner_75to84,owner_85plus,area_sqmi,pop_density,geometry
42101017601,176.01,5031,4955,2207,105,393,30.2,500,1333,4312,0,1786,27088,1786,236,74200,2144,192,1786,358,960,826,1357,358,85,26,66,37,192,71,0,826,239,33,0,206,220,165,44,11,143,56,87,0,99,99,0,0,78,78,0,0,47,826,0,29,90,257,88,166,105,55,36,0.22319821007664334,22540.50334127868,"list(list(c(-75.139851, -75.138713, -75.133777, -75.13191, -75.130122, -75.128748, -75.126915, -75.127031, -75.130898, -75.132893, -75.134868, -75.138352, -75.140198, -75.139851, 39.993672, 39.998891, 39.996591, 39.995754, 39.994573, 39.993458, 39.991834, 39.990386, 39.99089, 39.991144, 39.991407, 39.991851, 39.992086, 39.993672)))"
42101009100,91,2962,2952,1427,627,705,31.6,915,986,201,752,1747,27266,1747,1125,435800,2210,68,1747,463,1581,166,218,463,40,0,0,0,36,0,0,166,0,0,0,0,24,24,0,0,10,0,10,0,0,0,0,0,132,132,0,0,0,166,0,0,0,44,12,39,47,24,0,0.16416226608159687,18043.123250550998,"list(list(c(-75.202235, -75.199436, -75.197197, -75.194297, -75.194015, -75.193789, -75.193574, -75.194152, -75.196121, -75.199622, -75.201953, -75.201824, -75.201971, -75.202235, 39.961643, 39.962042, 39.962287, 39.962607, 39.961124, 39.959881, 39.958689, 39.95618, 39.956429, 39.95686, 39.957149, 39.957827, 39.959176, 39.961643)))"
42101010000,100,5306,5249,1185,517,689,29.2,4715,277,83,31,1806,51734,1806,1581,157500,2077,758,1806,271,726,1080,1194,271,97,0,31,38,81,12,0,1080,117,0,10,107,129,55,8,66,79,0,14,65,206,60,83,63,549,435,114,0,0,1080,32,150,244,220,141,175,70,31,17,0.19189641517322867,27650.334141000858,"list(list(c(-75.255196, -75.251914, -75.250203, -75.247797, -75.247494, -75.246935, -75.247518, -75.246531, -75.246848, -75.247169, -75.251119, -75.250481, -75.255123, -75.254752, -75.255196, 39.97426, 39.974623, 39.974815, 39.975079, 39.975113, 39.972111, 39.969093, 39.968967, 39.967449, 39.965927, 39.966398, 39.96946, 39.970036, 39.971527, 39.97426)))"
42101014400,144,5346,5346,613,1910,676,31.6,253,3296,1315,609,2671,131027,2671,1674,445700,2899,1203,2671,228,1271,1400,868,228,0,23,190,32,0,0,0,1400,49,0,0,49,63,0,0,63,1,0,0,1,137,14,123,0,1150,848,211,91,0,1400,0,639,370,173,115,39,64,0,0,0.23493969642622875,22754.775294768664,"list(list(c(-75.146082, -75.145559, -75.141976, -75.139715, -75.138434, -75.133374, -75.134401, -75.134428, -75.135143, -75.139578, -75.140665, -75.141518, -75.143095, -75.145018, -75.146543, -75.146082, 39.972833, 39.975638, 39.97519, 39.974897, 39.97474, 39.97409, 39.972303, 39.968791, 39.968687, 39.969515, 39.969652, 39.969758, 39.969954, 39.970191, 39.97038, 39.972833)))"
42101015101,151.01,2161,2096,626,135,163,26.5,1929,143,161,42,797,45963,797,716,174200,1086,197,797,289,435,362,484,289,26,25,74,25,58,0,2,362,84,0,0,84,0,0,0,0,77,0,77,0,94,94,0,0,105,94,11,0,2,362,11,106,22,19,80,47,16,16,45,0.0743367713430591,29070.404336329502,"list(list(c(-75.187382, -75.186713, -75.183459, -75.184136, -75.184794, -75.188033, -75.187382, 39.98713, 39.990215, 39.9898, 39.986721, 39.983706, 39.984126, 39.98713)))"
42101016300,163,2615,2564,674,76,177,33.7,249,445,2189,3,853,38660,853,273,151800,1115,87,853,262,485,368,615,262,0,24,0,0,0,0,0,368,67,15,9,43,82,67,13,2,0,0,0,0,53,53,0,0,166,166,0,0,0,368,0,55,65,83,23,76,51,15,0,0.22051073643328947,11858.83300875515,"list(list(c(-75.139021, -75.138352, -75.134868, -75.132893, -75.130898, -75.127031, -75.125491, -75.127363, -75.129641, -75.130794, -75.131907, -75.132208, -75.136759, -75.139669, -75.139021, 39.988764, 39.991851, 39.991407, 39.991144, 39.99089, 39.990386, 39.989836, 39.988792, 39.987546, 39.986928, 39.986306, 39.984741, 39.985402, 39.985802, 39.988764)))"
42101017000,170,3008,2744,601,534,134,32.9,2099,605,99,116,1481,51989,1481,1346,184200,1752,158,1481,271,1172,309,486,271,13,0,27,22,30,0,0,309,49,9,18,22,73,0,73,0,0,0,0,0,58,31,27,0,129,71,58,0,0,309,0,49,103,33,9,12,64,18,21,0.6269269247883197,4798.0073610902,"list(list(c(-75.19281, -75.190514, -75.186537, -75.185674, -75.183611, -75.182239, -75.178229, -75.175669, -75.16914, -75.169741, -75.172209, -75.173853, -75.178633, -75.178809, -75.181141, -75.183953, -75.186861, -75.188447, -75.191754, -75.19132, -75.19281, 40.006733, 40.008407, 40.009831, 40.01012, 40.010905, 40.011676, 40.014435, 40.016051, 40.008832, 40.008585, 40.007898, 40.007468, 40.005052, 40.004937, 40.003697, 40.002838, 40.000409, 40.000272, 39.999748, 40.003715, 40.006733)))"
42101018002,180.02,5381,5369,475,686,373,39.8,76,4104,316,136,2307,68380,2307,2016,168900,2563,958,2307,256,570,1737,1367,256,16,16,110,256,56,28,0,1737,393,0,219,174,222,0,55,167,94,61,0,33,299,127,172,0,729,623,106,0,0,1737,0,262,287,505,106,128,231,152,66,0.16969547695559778,31709.743220840133,"list(list(c(-75.111221, -75.108359, -75.105915, -75.105064, -75.103366, -75.102999, -75.101439, -75.105976, -75.108971, -75.110525, -75.109756, -75.108828, -75.109463, -75.111221, 39.985268, 39.986753, 39.988037, 39.987073, 39.985129, 39.98472, 39.982974, 39.980595, 39.979021, 39.980787, 39.981194, 39.981673, 39.98254, 39.985268)))"
42101019000,190,7729,7729,2480,73,2058,32,822,1880,5675,134,2356,45814,2356,810,123600,2487,1010,2356,131,854,1502,1650,131,0,35,64,203,58,0,0,1502,304,60,0,244,10,0,1,9,270,87,46,137,200,138,43,19,647,642,5,0,71,1502,134,130,600,255,84,146,45,107,1,0.302131331658763,25581.590487706802,"list(list(c(-75.10327, -75.103146, -75.102552, -75.102216, -75.101864, -75.101557, -75.099374, -75.097431, -75.097055, -75.097041, -75.095823, -75.0944, -75.093531, -75.094363, -75.094819, -75.092574, -75.094104, -75.101811, -75.103797, -75.10327, 40.005602, 40.006202, 40.009202, 40.010789, 40.012369, 40.013878, 40.013583, 40.013325, 40.015202, 40.01595, 40.01575, 40.014785, 40.013395, 40.011383, 40.009406, 40.007932, 40.007096, 40.002863, 40.003134, 40.005602)))"
42101019800,198,6456,6456,1437,394,745,36,1585,735,4361,332,2178,37574,2178,755,78900,2394,287,2178,216,767,1411,1659,216,20,0,0,73,381,86,0,1411,312,27,104,181,341,204,87,50,369,346,0,23,197,197,0,0,192,192,0,0,0,1411,0,93,350,114,82,200,444,128,0,0.20874197223253815,30928.135491639547,"list(list(c(-75.147325, -75.147247, -75.147212, -75.146473, -75.141745, -75.140125, -75.139484, -75.137826, -75.135858, -75.136858, -75.139652, -75.140472, -75.142772, -75.143346, -75.147603, -75.147325, 40.010382, 40.011906, 40.014965, 40.014862, 40.012939, 40.012538, 40.012453, 40.012233, 40.011982, 40.007394, 40.007755, 40.007878, 40.008153, 40.008227, 40.008779, 40.010382)))"
42101020400,204,3981,3857,1756,103,128,43.9,3571,48,227,0,1244,43306,1244,1203,99200,1440,538,1244,196,377,867,700,196,0,0,23,111,0,19,0,867,161,14,24,123,242,62,23,157,15,15,0,0,314,165,94,55,135,116,0,19,0,867,0,65,0,120,146,173,141,214,8,0.156277645589751,25473.892858935433,"list(list(c(-75.157303, -75.154929, -75.153357, -75.148567, -75.14711, -75.147139, -75.147143, -75.149347, -75.151207, -75.153849, -75.15409, -75.154576, -75.155692, -75.156094, -75.159035, -75.157303, 40.022607, 40.02229, 40.022088, 40.021476, 40.02128, 40.019518, 40.01901, 40.017957, 40.017114, 40.015891, 40.016325, 40.017272, 40.019078, 40.019695, 40.0228, 40.022607)))"
42101021500,215,3995,3995,194,1469,468,33.8,704,2856,240,150,2059,109102,2059,1776,319400,2088,901,2059,29,801,1258,858,29,0,0,120,84,43,10,0,1258,38,13,18,7,46,6,0,40,143,40,60,43,143,52,44,47,888,719,159,10,0,1258,7,417,199,267,57,64,168,79,0,0.3949504524562022,10115.192868257376,"list(list(c(-75.234937, -75.226267, -75.225234, -75.222808, -75.222052, -75.218759, -75.222011, -75.225849, -75.224657, -75.225127, -75.228765, -75.229513, -75.231381, -75.232094, -75.23484, -75.234261, -75.233394, -75.23564, -75.234937, 40.0349, 40.042401, 40.041319, 40.038112, 40.037775, 40.036654, 40.035206, 40.033506, 40.031899, 40.031643, 40.029792, 40.029492, 40.028615, 40.027994, 40.030075, 40.030892, 40.031906, 40.034249, 40.0349)))"
42101038500,385,1843,1783,85,433,178,57.6,44,1639,13,98,918,114265,918,829,746900,991,364,918,73,394,524,472,73,22,0,0,41,20,0,0,524,11,0,0,11,17,0,0,17,59,18,0,41,39,5,5,29,398,291,39,68,0,524,0,16,35,95,62,55,151,75,35,0.5110799354716192,3606.089521591762,"list(list(c(-75.227717, -75.224012, -75.219807, -75.217463, -75.207985, -75.203427, -75.202651, -75.204218, -75.204166, -75.205815, -75.208933, -75.211138, -75.211625, -75.215385, -75.216984, -75.215755, -75.21843, -75.224138, -75.227717, 40.084321, 40.084218, 40.082084, 40.080575, 40.07695, 40.07418, 40.073212, 40.071632, 40.069595, 40.070106, 40.067015, 40.068318, 40.070754, 40.073257, 40.074811, 40.076447, 40.075856, 40.08003, 40.084321)))"
42101026301,263.01,4007,4007,617,421,17,39.5,3661,90,174,0,1575,57992,1575,1561,203900,1710,964,1575,135,137,1438,1037,135,0,14,151,136,78,32,9,1438,244,0,29,215,181,51,9,121,155,80,8,67,261,49,137,75,542,312,131,99,55,1438,14,160,248,391,31,132,264,152,46,0.1562858427445973,25638.91859704944,"list(list(c(-75.167097, -75.166062, -75.163399, -75.161285, -75.158417, -75.161313, -75.162035, -75.164106, -75.165348, -75.166725, -75.16899, -75.167097, 40.07332, 40.074338, 40.07695, 40.075764, 40.074169, 40.071386, 40.070685, 40.068662, 40.069372, 40.070165, 40.071473, 40.07332)))"
42101025700,257,3737,3737,297,700,282,45.3,1427,1936,85,168,2094,62516,2094,1867,447300,2207,439,2094,113,1482,612,785,113,55,0,15,37,16,0,0,612,10,0,0,10,67,0,0,67,64,18,36,10,147,8,24,115,324,239,78,7,0,612,0,10,67,183,78,44,84,53,93,0.2856313851021211,13083.296146408838,"list(list(c(-75.200878, -75.199786, -75.199496, -75.199361, -75.197601, -75.190831, -75.189203, -75.190626, -75.193222, -75.196385, -75.196741, -75.198673, -75.20079, -75.202651, -75.200878, 40.074958, 40.075366, 40.07547, 40.075928, 40.077991, 40.074114, 40.073174, 40.071989, 40.06909, 40.066623, 40.067365, 40.068575, 40.070707, 40.073212, 40.074958)))"
42101026400,264,5674,5631,536,416,528,43.5,5584,68,0,22,2269,60107,2269,2088,190600,2394,820,2269,125,662,1607,1295,125,73,52,93,197,283,0,0,1607,242,0,19,223,69,19,0,50,265,99,82,84,428,240,94,94,551,492,59,0,52,1607,51,21,136,148,167,158,505,352,69,0.305234495478549,18588.986775902442,"list(list(c(-75.165714, -75.168099, -75.166072, -75.163822, -75.162495, -75.159299, -75.156726, -75.155254, -75.15642, -75.158413, -75.160691, -75.163173, -75.164602, -75.165453, -75.168641, -75.165714, 40.06439, 40.065219, 40.067194, 40.066357, 40.067732, 40.065913, 40.064442, 40.062431, 40.061234, 40.059181, 40.056831, 40.058233, 40.059044, 40.059541, 40.061373, 40.06439)))"
42101027300,273,5601,5601,1449,428,1479,42.5,2765,648,629,1294,2291,40618,2291,1100,123200,2291,960,2291,0,893,1398,1504,0,0,0,57,500,146,0,69,1398,537,12,0,525,152,89,30,33,167,68,49,50,156,101,24,31,317,317,0,0,69,1398,0,67,125,350,212,67,304,273,0,0.35985333419232113,15564.674459863652,"list(list(c(-75.12386, -75.123535, -75.12281, -75.122078, -75.121432, -75.119454, -75.113833, -75.113544, -75.112319, -75.11455, -75.11442, -75.113854, -75.113156, -75.114896, -75.116083, -75.120713, -75.121711, -75.121964, -75.1236, -75.124167, -75.12386, 40.035562, 40.038719, 40.040181, 40.041664, 40.044731, 40.04448, 40.043483, 40.042711, 40.043276, 40.039747, 40.039263, 40.037292, 40.036507, 40.034447, 40.033037, 40.03364, 40.03347, 40.03373, 40.032771, 40.032575, 40.035562)))"
42101027901,279.01,3256,3256,926,371,44,36,3103,42,74,0,1430,37813,1430,1372,117800,1636,433,1430,206,619,811,829,206,24,0,33,203,76,0,0,811,231,0,51,180,174,16,0,158,61,47,0,14,104,49,55,0,241,218,23,0,0,811,0,0,279,134,142,65,112,32,47,0.16093465614460548,20231.813818114904,"list(list(c(-75.158217, -75.158132, -75.158017, -75.157958, -75.154793, -75.153235, -75.15082, -75.150967, -75.15068, -75.150148, -75.149591, -75.149796, -75.152081, -75.153883, -75.153946, -75.158306, -75.158217, 40.045076, 40.046418, 40.048126, 40.049025, 40.048902, 40.048842, 40.048518, 40.046767, 40.046352, 40.045658, 40.04483, 40.043673, 40.043608, 40.043659, 40.042752, 40.042861, 40.045076)))"
42101028700,287,2775,2764,1501,76,572,20.8,485,523,2152,90,766,32609,766,184,95600,865,193,766,99,383,383,597,99,0,24,0,29,10,49,13,383,113,0,27,86,13,0,0,13,77,49,0,28,51,31,20,0,116,116,0,0,13,383,0,0,41,118,10,82,111,21,0,0.14677031978539895,18907.092415261355,"list(list(c(-75.135657, -75.135724, -75.133207, -75.13061, -75.128126, -75.125387, -75.125462, -75.127217, -75.127922, -75.128883, -75.134194, -75.135818, -75.135657, 40.023275, 40.023602, 40.024144, 40.024699, 40.025222, 40.025647, 40.025184, 40.024779, 40.021979, 40.018945, 40.019619, 40.020645, 40.023275)))"
42101029800,298,5299,5222,1900,137,463,30.6,2459,1429,1990,221,1947,37188,1947,1317,111400,2149,781,1947,202,803,1144,1359,202,0,36,97,188,117,8,0,1144,226,14,21,191,227,106,33,88,257,70,163,24,190,76,92,22,244,225,19,0,0,1144,55,181,156,275,144,73,164,67,29,0.2502654104077325,21173.52130830572,"list(list(c(-75.07338, -75.069087, -75.068516, -75.06701, -75.066116, -75.065113, -75.063385, -75.062519, -75.061413, -75.061339, -75.069508, -75.069786, -75.06999, -75.070429, -75.070864, -75.071847, -75.072575, -75.07338, 40.019654, 40.021904, 40.021385, 40.01967, 40.018648, 40.017511, 40.01552, 40.014542, 40.013284, 40.012764, 40.010798, 40.011543, 40.012032, 40.013167, 40.014353, 40.016952, 40.018868, 40.019654)))"
42101030900,309,4459,4459,758,339,1537,33.4,2095,1119,723,340,1492,53088,1492,522,170400,1601,656,1492,109,680,812,1054,109,42,0,44,67,55,0,0,812,75,0,0,75,158,24,5,129,141,40,0,101,173,40,29,104,265,168,97,0,0,812,0,113,161,113,17,96,225,40,47,0.24836934164906693,17953.101499541506,"list(list(c(-75.088312, -75.086975, -75.086165, -75.082888, -75.079188, -75.082674, -75.084412, -75.086804, -75.087852, -75.088091, -75.088709, -75.088184, -75.088978, -75.088312, 40.045514, 40.048567, 40.050024, 40.048197, 40.046133, 40.04242, 40.039499, 40.037049, 40.036111, 40.03654, 40.03795, 40.040767, 40.044082, 40.045514)))"
42101031101,311.01,4551,4551,1098,411,1378,38.3,1326,1352,1316,638,1770,48663,1770,878,144100,1934,610,1770,164,963,807,1169,164,55,10,31,90,24,0,0,807,90,0,25,65,150,25,0,125,188,24,129,35,112,26,83,3,267,256,11,0,0,807,0,38,105,187,114,25,320,3,15,0.13505657855116357,33696.988690380174,"list(list(c(-75.082674, -75.079188, -75.077403, -75.073836, -75.075452, -75.076652, -75.077394, -75.07862, -75.082114, -75.080904, -75.082674, 40.04242, 40.046133, 40.045139, 40.043174, 40.041477, 40.040257, 40.039464, 40.038205, 40.040147, 40.041432, 40.04242)))"
42101031700,317,6109,6097,1419,253,1865,32.1,664,2157,2407,591,2410,36758,2410,1133,171200,2631,1194,2410,221,738,1672,1352,221,109,0,36,616,17,80,33,1672,239,0,22,217,610,28,21,561,194,75,36,83,186,93,21,72,410,410,0,0,33,1672,0,604,210,461,97,91,111,58,40,0.3415076369551705,17888.32617175681,"list(list(c(-75.074325, -75.073733, -75.072682, -75.070806, -75.07016, -75.064433, -75.063277, -75.062828, -75.062394, -75.065108, -75.065403, -75.067957, -75.073364, -75.075488, -75.074325, 40.028469, 40.029784, 40.031938, 40.03528, 40.035425, 40.036738, 40.031554, 40.02941, 40.027444, 40.027073, 40.027033, 40.026583, 40.025369, 40.027071, 40.028469)))"
42101032300,323,3302,3302,1151,75,328,35,991,1230,1110,98,1550,34667,1550,1129,111800,1647,510,1550,97,728,822,812,97,27,0,34,209,114,0,0,822,175,18,14,143,192,49,20,123,151,151,0,0,78,59,19,0,226,179,47,0,0,822,2,129,216,89,119,105,88,39,35,0.231606125358062,14256.9631735565,"list(list(c(-75.057513, -75.055564, -75.053604, -75.054495, -75.051104, -75.050202, -75.049304, -75.048375, -75.045381, -75.04879, -75.052816, -75.053922, -75.055687, -75.057513, 40.021597, 40.022606, 40.023615, 40.024648, 40.026407, 40.02538, 40.024351, 40.023291, 40.019868, 40.018141, 40.016119, 40.017488, 40.019504, 40.021597)))"
42101033400,334,5457,5139,1150,620,2115,36.1,1099,2576,718,1093,2063,54267,2063,747,239600,2163,473,2063,100,936,1127,1226,100,77,23,60,78,134,0,40,1127,123,0,29,94,148,50,18,80,71,62,9,0,177,53,68,56,568,518,50,0,40,1127,0,87,97,209,178,187,169,70,130,0.44230226940066675,12337.716483784729,"list(list(c(-75.060654, -75.057125, -75.053574, -75.052408, -75.051677, -75.050091, -75.048323, -75.044507, -75.04586, -75.047003, -75.048291, -75.050817, -75.051496, -75.05195, -75.052455, -75.054646, -75.057048, -75.059937, -75.058284, -75.060654, 40.050999, 40.054722, 40.058477, 40.059739, 40.063082, 40.06216, 40.061176, 40.059365, 40.057963, 40.056818, 40.055538, 40.052907, 40.050459, 40.047436, 40.046732, 40.044645, 40.04603, 40.047751, 40.049688, 40.050999)))"
42101035302,353.02,4691,4691,330,693,431,32.6,478,3202,335,350,1774,74000,1774,1367,275600,1914,620,1774,140,589,1185,1020,140,39,0,57,94,134,0,13,1185,60,0,0,60,130,8,65,57,124,57,16,51,89,44,45,0,734,635,99,0,48,1185,0,238,167,232,96,88,107,169,88,0.5861489758885539,8003.08486914752,"list(list(c(-75.003606, -75.001465, -74.998488, -74.997233, -74.994348, -74.990003, -74.987568, -74.986886, -74.984901, -74.987148, -74.987857, -74.993531, -74.996409, -74.99873, -74.998385, -75.007269, -75.003606, 40.071362, 40.075148, 40.078701, 40.080023, 40.081681, 40.077975, 40.075825, 40.075332, 40.07448, 40.072702, 40.072829, 40.071863, 40.06659, 40.065828, 40.064117, 40.069161, 40.071362)))"
42101008302,83.02,4844,4844,1459,435,277,32.8,4425,112,151,230,1971,30922,1971,1894,102000,2229,309,1971,258,1125,846,1159,258,21,0,19,11,36,23,10,846,230,11,7,212,97,37,35,25,40,14,20,6,109,36,50,23,360,350,10,0,10,846,0,0,23,184,98,127,78,203,133,0.16405365323378202,29526.925518062897,"list(list(c(-75.24441, -75.244084, -75.243975, -75.243608, -75.243371, -75.242735, -75.240762, -75.238785, -75.239658, -75.239909, -75.240137, -75.238166, -75.238476, -75.238796, -75.242754, -75.244719, -75.24441, 39.954226, 39.955743, 39.95626, 39.95802, 39.959166, 39.962202, 39.96196, 39.961715, 39.957534, 39.956313, 39.955252, 39.955011, 39.953485, 39.951942, 39.952432, 39.952676, 39.954226)))"
42101037300,373,6427,6381,365,1287,464,40.5,964,5193,683,246,2933,113974,2933,2364,440300,2995,954,2933,62,1303,1630,1628,62,0,0,172,68,108,37,0,1630,108,0,0,108,126,18,71,37,166,0,79,87,158,140,0,18,1072,730,188,154,0,1630,85,88,252,336,68,227,264,272,38,1.0622971115861828,6050.096465388521,"list(list(c(-75.193987, -75.192285, -75.190285, -75.19022, -75.18901, -75.181884, -75.177806, -75.172253, -75.171928, -75.169806, -75.17081, -75.173234, -75.178512, -75.1828, -75.183387, -75.174141, -75.173536, -75.174808, -75.174959, -75.176562, -75.187183, -75.189993, -75.19194, -75.193809, -75.193652, -75.193465, -75.193987, 39.905633, 39.906428, 39.915588, 39.915884, 39.914556, 39.913517, 39.91309, 39.912388, 39.912348, 39.911326, 39.908594, 39.908002, 39.90867, 39.909208, 39.906617, 39.905433, 
39.90539, 39.899179, 39.898488, 39.898666, 39.896682, 39.89681, 39.896089, 39.90002, 39.902387, 39.903433, 39.905633)))"
42101005600,56,1138,1138,239,47,22,36.6,993,50,48,7,673,34523,673,648,150400,729,39,673,56,602,71,254,56,0,0,0,28,0,0,0,71,0,0,0,0,46,8,10,28,14,14,0,0,11,11,0,0,0,0,0,0,0,71,0,0,0,28,11,14,8,10,0,0.32248761475179805,3528.817690799876,"list(list(c(-75.249109, -75.247308, -75.244985, -75.240576, -75.240331, -75.238643, -75.243752, -75.252349, -75.249109, 39.901113, 39.902282, 39.903178, 39.904062, 39.904113, 39.898691, 39.893025, 39.897618, 39.901113)))"
42101020800,208,2528,2143,316,399,330,32.4,812,1190,214,240,1453,70560,1453,1245,157400,1569,338,1453,116,895,558,402,116,53,0,9,6,78,21,0,558,8,0,8,0,59,0,0,59,113,33,0,80,91,0,65,26,287,263,24,0,0,558,0,0,34,57,38,3,212,159,55,0.34282449151831856,7374.035585392003,"list(list(c(-75.202422, -75.197636, -75.193308, -75.193231, -75.187462, -75.185463, -75.183544, -75.181668, -75.182456, -75.190007, -75.191105, -75.192405, -75.200278, -75.201086, -75.206139, -75.202422, 40.015804, 40.021461, 40.024091, 40.024996, 40.0285, 40.028875, 40.027265, 40.025657, 40.025343, 40.022524, 40.021663, 40.020495, 40.013708, 40.012929, 40.014753, 40.015804)))"
